project,cls_boot,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
EQ,GaussianNB()10,0.00022391401701743252,-4.8039734560143545e-05,0.001684647640760475,-0.00022309978422835553,0.00036314782396285495,8.956560680697389e-05,0.0007743353824858045,-0.0006416154378537176,-0.0004991246997516896,-0.0003338354435533386,0.00016284655783085355,0.0025469201644750016,0.0008402882384073474,-5.536782966252929e-05,-0.00035337703049305615,0.0008907706713349306,0.002020111549892101,0.0006098603590766327,0.0018018971623987045,8.142327891543122e-05,0.0007922485038472083,0.005172820909498008,0.010632251760778382,-0.00023531327606566066,-0.00024019867280057562,0.0010015063306599136,0.0039180881814110564,-3.664047551196425e-05,0.0018605219232178173,-0.0008533159630338627,0.002590074502300177,-0.0003501200993364195,0.00024182713837883174,0.0008907706713349084,0.0002296136465415044,0.0015975247323209586,0.0009298538452143345,0.0022977649309937577,-0.0001758742824573778,9.037983959610419e-05,0.00028253877783655844,-0.00012132068558404984,0.0008044619956845489,0.005656475186255747,0.000241012905589697,0.0014216504498635852,0.00014656190204776376,0.0007767780808533109,-0.0006676708871066462,0.0012213491837315927,8.956560680694282e-05,-0.00045108496519157714,-0.000621259618124852,0.0034963155966290494,0.0012107641574725925,0.0015958962667426313,0.0004396857061433579,-0.0002662541220535264,0.00011887798721652132,0.0004168871880470171,-0.00032080771892685435
EQ,GaussianNB()11,-0.0006888409396246997,0.004723364409884687,0.004134674103326072,0.00024019867280046902,-0.0006562716280585246,0.0023498758294995615,0.003619264747791302,-0.0011089850588283934,0.0007588649594918584,-0.00024752676790301464,0.00044131417172160514,0.0049594919187395045,0.00048691120791426455,0.0008256320482025048,-0.0006106745918658873,0.0004282864470951697,0.0014558482270080387,0.00032732158123999433,0.02179456906729628,0.00162276594878469,0.0028945975654438706,0.0030224321133411535,0.01841713145788374,0.0004983104669624216,-0.0010080201929732536,0.0004803973456010269,0.0034279200423400357,6.18816919756604e-05,-0.0010731588161056172,-0.0007881773399015435,0.00024752676790290806,0.005652404022309918,9.445100354185331e-05,0.005092211863371694,-0.0005015673981192048,0.011082522493180712,0.0004844685095467982,0.008163497944062112,0.000547164434311691,3.58262427227185e-05,-0.0012376338395148157,0.0004934250702275067,0.0007556080283352174,0.01203028945975646,-0.0006318446443839232,0.0002483410006920339,0.0013239425151650064,-3.582624272283841e-05,0.00018157391198134754,0.003029760208443495,-0.0003761755485894058,0.0003419777714447747,0.008050319586369658,0.000934739241949214,0.011831616659202782,0.0010943288686234354,1.7913121361319285e-05,0.001957415625127137,0.001404551561291303,0.001346741033261325,0.004226682408500495
EQ,GaussianNB()12,0.00047581284694685254,0.008293417922283912,0.007199841395717681,0.000738302934179198,0.00020697858842189554,0.0011593973037271877,0.003287866772402848,0.001623314829500404,0.0013061062648691468,0.0002997620935765166,0.0005987311657414595,0.008837430610626478,0.0008754956383822155,0.00042664551942902753,-0.0011022997620935859,0.0004139571768437644,0.000898493259317985,0.001453608247422693,0.010651863600317201,0.0004892942109436893,0.0013053132434575642,0.0012680412371133887,0.008136399682791434,0.0007034099920697745,0.0007739888977002485,0.0017454401268834374,0.003011895321173661,0.002292624900872311,0.00026486915146708425,0.0017993655828707532,0.002743854084060251,0.00011340206185566525,0.0015995241871530341,0.0024218873909595475,0.0018160190325138537,0.00883663758921489,0.001035685963520998,0.004039651070578905,0.0008683584456780436,0.001381443298969054,0.0016891356066613694,0.0013164155432196312,0.0010364789849325806,0.005128469468675636,-6.106264869151445e-05,-0.00039413164155432945,0.0013275178429817513,0.0003156225218080921,0.0011268834258525119,0.0015043616177636832,-0.00010229976209358949,0.0006629659000793042,0.004586835844567796,0.008724821570182381,0.0055860428231562145,0.000363996827914348,0.001935765265662157,0.002320380650277545,0.0013473433782712218,0.0014670896114195031,0.007718477398889769
EQ,GaussianNB()13,0.0008411024711964244,0.014412734600822272,0.0013866384399298993,0.0006212596181247276,-0.0005878760737695732,-0.002421528314945336,0.0040809347392418574,0.004793388429751988,-0.0005553067622034203,0.0008549444286120434,0.0021023490615966222,0.001440377804014088,0.004041037332573305,0.00028579570899310623,0.001986728005536693,-0.0004681838537638683,0.0010080201929730935,0.0010145340552863136,0.022234254773439627,-0.0011635386557017479,0.003305785123966851,0.017756788665879486,0.008018564507592635,-0.00048691120791442887,-0.00024671253511386214,0.002102349061596618,0.0018711069494767641,0.001787240972193853,0.0011627244229124355,-0.0010015063306600025,-0.0007743353824859334,0.0001799454464030381,0.0006082318934982567,0.0017986402312420414,0.0013695395513576658,0.01812400765378814,-0.002862028253877864,0.017935105646704304,0.00017913121361386785,0.00021902862028245985,0.0005170378211129778,-0.001059316858689998,-0.0006155599886008378,0.02286772788340178,-0.0006774416805765648,0.0023278915441923907,-0.0018198102837602105,-0.0002841672434149745,-0.0010593168586899892,0.0036233359117371043,0.000981964743720165,0.0010723445833162738,0.001929731710295872,0.0028237593127874304,0.015748076375035544,0.0004527134307697755,0.0013491837316288047,-4.8039734560192395e-05,-8.793714122876662e-05,0.0016960468998085654,0.015050278874730214
EQ,GaussianNB()14,0.0009727611209093068,0.0044734469919655104,0.007508524397413314,0.0008779149519890428,0.0008363707622966965,-0.00025867136978248163,0.0074834411130707545,0.0008175582990397911,-0.0006764648246129612,0.00017558299039781123,-1.0973936899847381e-05,0.01391260043111894,0.0012863021751910741,-0.0003017832647462093,0.0004373897707231178,0.00017401528512638097,0.004073682147756248,0.0008167744464040983,0.012506368802665108,-0.0001896923378404658,0.0009202429943170953,0.0032529884381735917,0.001674309229864801,0.00022418185381151812,0.0006897903194199806,0.0014352341759749532,-0.0002382912012541416,0.0005714285714285872,-2.038016852831337e-05,-0.0009186752890456206,0.005303546933176557,-0.0010503625318440202,0.0006811679404272208,0.0018201058201058418,0.00011914560062709966,0.008030570252792484,0.0003041348226533458,0.004766607877719,1.8028610621216856e-05,0.0009947089947090237,-0.0005220458553791696,4.8598863413711334e-05,0.0009053497942387079,0.014733294140701547,0.0012870860278267936,0.0011091514795218548,-0.00037389770723103674,0.000383303938859485,-0.0007070350774054379,0.0012855183225553768,0.0006850872036057343,0.0005722124240642934,0.002443268665490903,-0.000264942190868096,0.003109543405839723,0.0015794630609445859,0.001183617479913801,0.0005949441504997254,0.0002915931804820771,0.0003840877914952046,0.0032608269645306898
EQ,GaussianNB()15,-6.535947712356105e-06,0.0010089869281046182,0.008129084967320304,-0.00021568627450975874,0.00029738562091508936,-0.0007859477124182357,0.003559640522875873,0.002526960784313763,-0.003956699346405159,0.0005898692810458205,-0.0008308823529411046,-0.0004852941176469994,-0.0024133986928104177,-0.0030580065359476815,0.0004477124183006964,0.0030620915032680473,0.0026593137254902464,-0.000337418300653507,0.005938725490196131,-0.0018308823529411412,0.002186274509803994,0.003155228758169981,-0.003196078431372493,-0.0021405228758169413,-0.0003839869281044894,-0.00039215686274504777,0.002299836601307259,-0.00038398692810450276,0.0007287581699347046,-0.0008210784313724906,0.0025849673202614732,-0.0035866013071895074,0.000370915032679795,-0.0002238562091502727,0.000238562091503316,0.0057401960784314145,0.00017728758169940128,0.008474673202614436,-5.3921568627410824e-05,-0.0029338235294117344,-0.0005637254901960232,-0.0023905228758169315,0.0004183006535948408,0.016885620915032734,-0.0008088235294117086,0.0006650326797386175,0.00042565359477130026,0.00017728758169939683,-0.0003880718954247664,0.004154411764705941,-0.0013872549019607217,0.0005955882352941755,0.003529411764705963,-3.921568627446081e-05,0.005004901960784367,0.0011250000000000515,-0.00029738562091495167,0.004481209150326851,-0.0023815359477123367,0.0012328431372549708,0.0014109477124183822
EQ,GaussianNB()16,0.00032399333410837005,0.007303026779831749,0.003811959849629831,3.255435414482033e-05,-0.0004340580552649387,0.0006270588691236955,0.0034879665155214037,0.007643297291012616,0.0002573344184784032,-0.0017889392706274966,0.0008386621710653364,0.00019300081385880574,0.00030616594969571585,0.0009006704646746045,0.0018168430027515736,0.0010339882959345336,0.004986241909855407,0.0020509243111265316,0.009357051505638822,0.001266519396969299,0.0014354919970545588,0.005107933186063582,0.022506685269154683,0.0003356198891601192,-3.1004146805191366e-06,0.0018245940394527205,0.0018121923807308882,0.0017083284889353445,0.0012959733364337023,0.0002991900166646744,0.0008898190132929695,-0.0006526372902376342,0.0016804247568111652,0.0024873076774017955,0.0009688795876447909,0.0069247761888151915,0.0009549277215827124,0.007988993527884286,-6.743401930013437e-05,0.0008611401774986893,-0.0002790373212417574,-0.00015734604503356398,0.00046816261674993866,0.019034220827035542,-0.0002557842111383213,0.0018439716312056164,0.002113707708405941,-0.00011626555051743814,-0.000469712824090287,0.0028485059876758,-0.0006293841801341404,-0.00046506220206958825,0.006749602759369013,0.006092314847110755,0.008744719606247266,0.0005782273379063918,0.0013905359841878172,0.0036181839321008714,-0.00010231368445535515,0.0022958570708831692,0.010312754330891715
EQ,GaussianNB()17,-8.227743952603728e-05,0.0039723547803192675,0.004762218199769657,0.00015797268389008856,-0.00018101036695735928,0.0009124568043442771,0.0019573802863255187,0.0017187757116998714,0.0010572650979101806,0.0010679611650485654,0.001990291262135955,0.0047597498765838695,0.00047391805167026126,0.0003891722889583926,7.651801875927955e-05,0.00034967911798585496,0.002576929405956907,0.0004171466183972594,0.008535461576435761,0.0008844824749054325,0.0019606713839065647,0.0035724864242224898,0.01015139048872801,0.0005405627776863709,-0.00025506006253082523,0.0005183478690143372,0.008583182491360893,0.0004969557347375542,0.0016035872963633757,0.00061049860128358,0.010871318084581265,-0.0005586638143820632,0.0003324008556853686,0.006264604245515919,2.1392134276796426e-05,0.004795129175580075,0.0025983215402336857,0.005266578904064509,4.854368932042164e-05,0.0019294059568866517,-1.727826230046414e-05,0.0007808129011025411,0.0006343590587461101,0.012203389830508496,-8.556853710709688e-05,0.00033980582524276935,0.0006615106137897264,-5.9239756458753235e-05,5.101201250619969e-05,0.0025415501069606973,0.00044841204541716805,0.00027480664801714293,0.0009437222313641724,0.0014966266249794513,0.004507158137238783,0.0019697219022544133,0.0001374033240085648,0.000549613296034246,0.00022708573309201174,0.0013896659535955448,0.0035478031923646737
EQ,GaussianNB()18,-0.00029983660130723067,0.007044117647058781,0.0018357843137254458,0.00019199346405223138,-0.001465686274509852,0.0003169934640522287,0.002562908496731993,0.0007892156862744582,0.00011437908496727101,0.02133741830065355,0.0009052287581699048,-0.0009607843137255534,0.00010375816993459353,0.00045588235294111265,-0.00021241830065366063,-9.967320261442757e-05,-0.00017320261437912433,0.0015604575163398326,0.010937091503267929,0.0008104575163398131,0.0010776143790848902,0.01108660130718949,0.0021985294117646383,0.0012622549019607244,0.0002606209150326366,0.0014738562091502728,0.000998366013071834,0.00014215686274506644,0.0012238562091502958,-0.0008071895424837106,0.0022303921568627106,0.0016854575163398212,0.0008464052287581314,0.001356209150326766,0.0005841503267973502,0.00905310457516336,-0.00015686274509810083,0.0086805555555555,0.0003635620915032023,-0.0002279411764706385,-0.00041584967320265067,0.0008267973856208721,0.00016666666666659947,0.008502450980392106,-0.0005588235294117982,0.00016911764705876298,-9.31372549020093e-05,-0.0001650326797386148,-0.00024836601307194785,0.001722222222222185,0.00027369281045746874,-0.00010539215686278247,0.004424836601307143,0.004436274509803866,0.010769607843137217,0.0003831699346404793,0.00023529411764702246,0.0017393790849672764,0.0016119281045751154,0.0004640522875816755,0.005974673202614329
EQ,GaussianNB()19,0.0002774193548387016,0.000836290322580604,0.0011887096774193396,0.0006532258064515695,0.00043548387096772336,0.0005548387096773899,0.003410483870967713,0.0024725806451612754,0.0015370967741935315,0.0004419354838709477,0.0009629032258064197,-0.0004612903225806697,0.0016080645161290219,0.0015604838709677217,0.0006241935483870931,0.0013758064516128864,0.002296774193548381,0.0013419354838709553,0.001412096774193512,0.0009274193548386834,0.00183870967741933,0.0057870967741935255,0.001521774193548362,0.0014306451612903094,0.00024032258064512923,0.0022999999999999687,0.001064516129032227,0.0020677419354838554,0.0025612903225806292,0.0006564516129032371,0.0006346774193548521,0.003630645161290316,0.0009629032258064374,0.00707661290322577,0.0008080645161290034,0.005571774193548356,0.0005717741935483778,0.003362903225806435,0.0007048387096773956,0.001790322580645145,0.0011919354838709406,0.001503225806451587,0.0006629032258064305,0.019362903225806423,-5.967741935485105e-05,0.001190322580645131,0.0016096774193548047,0.0003080645161290141,0.0009580645161290091,0.0030153225806451365,0.001588709677419331,0.0007354838709677258,0.003285483870967729,0.0057217741935483655,0.004117741935483843,0.002830645161290288,0.0014532258064515924,0.002012903225806424,0.0015201612903225747,0.0024016129032257806,0.00214354838709677
EQ,GaussianNB()20,-0.00103741561463067,0.0073008123879628566,0.005109271902055683,-0.0010206338914528334,0.000704832373469575,0.001279224989511345,0.006972805980395815,0.00013806781341767937,-0.0007246653190435204,0.0014958617796253736,-0.00034860215873992127,0.01229795186696664,-0.0005148937793204044,-0.00119913040161721,-0.00018307334375840866,2.593539036571002e-05,0.0020862733132460676,-0.0012914298790953804,0.003954384225180121,0.0015729051451236886,0.0015713795339256898,0.0008192532133185182,0.00012967695182877214,-0.0007734848773790715,-0.0012616804607346666,-0.0003135131011862446,0.004034478813074429,-0.000895533773217978,0.002425721804798,-0.0022045081810901125,0.005246576909874472,0.001260917655135545,-0.001190739540028294,0.005087913345283881,-0.00109386322895618,0.012851748731835623,0.004106182539379754,0.018050268888973573,-0.0007239025134445276,-0.0006323658415653455,-0.0016888515961707817,-0.0009405393035585652,0.0008207788245164949,0.013367405316754994,0.00018993859414921045,0.0005812578664326474,-0.0014516190548839302,-4.576833593996632e-06,-0.00112284984171791,0.0051260536252335336,-0.00047675349937074783,-0.0006987299286777305,0.012654182081696401,0.0019840573629809643,0.012834204203058763,0.001589686868301534,-0.0009840192227011536,0.006943056562035088,-0.0013440634654259132,0.0037629200198328627,0.007909531255959355
EQ,GaussianNB()21,0.00017172101679135743,0.004287104005413789,0.0042042042042041185,0.0018331007063400807,0.0022915873620098326,0.0019075413441609923,0.0031501924459670237,0.002979317345514465,0.0005819904411452992,0.004666920441568254,0.00026984731210076605,0.0062851583978343895,0.003631518842786372,6.006006005998987e-05,0.0008679101636847531,0.0010396311804761816,0.003742333883178897,0.0006132893456836408,0.01741065008670636,0.0035985281055703,0.0026384130609482127,0.004660999027196149,0.0011986634521845075,0.0011022289895528514,0.0011639808822906693,0.00043480099818121065,0.007120077824303115,0.0016343103667046499,0.0021841559869728265,-0.0006741953220827135,0.005306433193757063,0.0008780611597512467,0.0012934060821383885,0.00502643488558975,0.0003307532884997011,0.01925813137080734,0.01757814152180343,0.015767034640274007,0.0004906314765468922,0.0009457344668611744,0.0003535930296493017,0.0006420505012053557,0.001316245823288007,0.021586093135388836,0.00194814532842694,0.003302457386964348,-0.0001751046821470137,3.55284862326366e-05,-5.752231104352301e-05,0.006850230512202273,0.002409169733113323,0.0020750327792580458,0.009788943873450844,0.006827390771052659,0.016715306856151853,0.004083238167745136,0.001392378293786667,0.0017053673391700741,0.0019980543924205075,0.004007105697246462,0.005841898236264371
EQ,GaussianNB()22,0.00015318146111556797,0.009400628436763626,0.003007855459544464,0.0013589945011783877,-0.00028986645718767526,0.0004493322859387927,0.004340926944226328,0.006016496465043302,0.0007816182246662206,0.0006747839748626027,0.00038884524744705386,0.0007776904948940322,0.002288295365278961,-0.0003283582089551462,0.0009457973291438293,0.013037706205813127,0.003791044776119521,1.806755695213713e-05,0.010655145326001664,0.0011610369206599325,0.0032034564021996116,0.005932443047918361,0.00023644933228601062,0.0004603299293009533,-0.00045168892380197166,-0.0006787117046346403,0.0027454831107620813,0.000477611940298619,0.0027776904948940383,0.0008460329929301435,0.002277297721916782,0.0009575805184604036,0.00044304791830330093,0.0031099764336214664,-0.00047446975648064883,0.007058130400628513,0.0004186959937156898,0.008644933228593957,1.6496465043278618e-05,0.0009638648860959176,-0.00026865671641782105,0.00030871956009434156,0.001670070699135957,0.009822466614297002,0.0007525530243520029,-0.0009143754909661483,6.127258444628136e-05,4.556166535748307e-05,0.0002553024351925304,0.0024383346425766693,0.0010031421838178156,-6.52003142183144e-05,0.002876669285153257,0.004278083267871233,0.008597014925373219,0.0031594658287510537,-0.00035978004713268954,0.0018201099764337102,0.0006355066771406869,0.001974862529458066,0.010852317360565689
EQ,GaussianNB()23,0.00014261907530131789,0.007227841723830531,0.008869511297135984,0.0009029957756849782,-0.001385885362167212,-0.00017284811843586655,0.0031205673758865206,0.001861023911948192,-0.0014269658566833465,-0.0001790489477967805,0.0010161609115218974,0.0074960275936906354,2.945393946437669e-05,-0.000609231484711077,6.200829360882843e-06,0.0006177576250823603,0.0060140293764290665,0.000113165135836919,0.013488354067356476,-0.0002387319303957103,0.0014021625392396065,0.005773747238693141,0.005960547223191086,-0.0009402007518505773,-0.0003053908460256727,-0.0004565360616982561,0.0015998139751191465,5.658256791844174e-05,0.0024384761461845404,0.00028833856528311054,0.004056117505716381,0.00011781575785758225,0.00046351199472927985,0.0009223733674378832,-0.0009285741967988281,0.014698290896407378,-7.518505600126346e-05,0.013013215517575465,-0.00018990039917838876,0.00021160330194164078,-0.0011184745959772258,-0.00012401658721854946,0.0006758904003410349,0.025576095802813625,0.00029763980932448583,0.0018796264000310004,-0.0005867534782777417,0.00020772778359105627,-0.0004821144828120927,0.004249893423245359,0.002746192303220556,0.0002666356625198496,0.002258652094717646,0.0028973375188931392,0.0077456109754679495,0.0028043250784792082,7.518505600123237e-05,0.001158779986823224,3.0229043134513134e-05,0.002760144169282639,0.007363484866100833
EQ,GaussianNB()24,0.00032387365720701225,0.0195767195767196,0.009199134199134215,0.0009010742344075862,-0.0008890492223825453,0.00027336860670194694,0.005844957511624203,0.0091398108064775,0.0030960397627064306,0.0021965688632355463,0.0008120891454224921,0.0068358185024851754,0.002638287638287653,0.0017107583774250523,0.004657687991021331,0.0020859387526054496,0.001571268237934893,0.0015151515151515449,0.026627384960718307,0.00045214045214047704,0.0030327080327080622,0.003471220137886828,0.005436908770242099,0.0005042488375822129,0.0004320987654321229,0.001176847843514528,0.0019953503286836583,0.001232964566297956,8.177008177007839e-05,0.0016345999679333101,0.00302549302549306,-0.00033269199935864524,0.0010646143979477429,-0.0008818342151675385,0.0008738175404842252,0.024655282988616353,0.005360750360750361,0.027059483726150416,-0.00021725188391855,0.0011030944364277895,0.0014325797659131246,0.00018759018759021196,0.0008545775212442309,0.019101330767997457,0.0008698092031425597,0.0005763989097322453,0.0005772005772006006,0.00039602372935708895,0.0006958473625140727,0.009055635722302413,0.00018197851531187137,0.00046496713163382,0.006851050184383541,0.00646384479717816,0.028168189834856534,0.001548019881353233,0.0010918710918711306,0.004076479076479096,0.0010381593714927373,0.006343594676928017,0.02033269199935868
EQ,DecisionTreeClassifier(random_state=0)0,0.02251893939393937,0.07819128787878793,0.0,0.006240530303030325,0.003892045454545454,0.0,0.015482954545454541,0.0,0.04360795454545456,0.0,0.0,0.0,0.0,0.0,0.03343749999999998,0.02566287878787876,0.010369318181818236,0.04374053030303034,0.0,0.0,0.18282196969696965,0.0026041666666667407,0.0,0.0,0.0,0.04840909090909093,0.058816287878787836,0.03120265151515151,0.010539772727272734,0.013854166666666683,0.0,0.0,0.0,0.0,0.0,0.005416666666666723,0.0,0.0,0.0,0.0,0.0,0.0,0.026344696969696987,0.0,0.009517045454545464,0.0,0.0,0.0,0.0,0.0,0.01605113636363637,0.0,0.0,0.028409090909090936,0.0,0.01833333333333333,0.0,0.0816477272727273,0.0,0.22884469696969703,0.011212121212121215
EQ,DecisionTreeClassifier(random_state=0)1,0.023137844611528825,0.03355889724310776,0.0,0.0,0.0,0.004952380952380957,0.0,0.007634085213032597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21304260651629067,0.0,0.0,0.0,0.16894736842105262,0.07458646616541356,0.0,0.0160701754385965,0.0,0.005558897243107776,0.0037844611528822015,0.0,0.11031578947368421,0.011639097744360899,0.007929824561403507,0.0,0.0,0.07644110275689224,0.0,0.0,0.0,0.0,0.05868671679197997,0.0,0.12248621553884716,0.009127819548872167,0.0,0.0,0.0,0.0,0.04015037593984964,0.004827067669172918,0.026215538847117813,0.040395989974937374,0.018240601503759377,0.06901754385964913,0.0,0.0,0.0,0.29785964912280705,0.0
EQ,DecisionTreeClassifier(random_state=0)2,0.0,0.16136297116639642,0.0,0.0,0.0,0.0,0.02711545307123364,0.0,0.0,0.0,0.168339991298501,0.0,0.008021991061187329,0.0,0.0,0.006751572202665823,0.0,0.0,0.01164260570343711,0.0,0.008397737610251942,0.0,0.0,0.07154372503263064,0.0,0.01643634062413481,0.054324249495708604,0.0025851362575643757,0.0,0.028381125657556447,0.009139738163983684,0.0,0.0,0.0,0.0,0.0,0.008086856781236409,0.0,0.0,0.06147450856306609,0.0,0.0,0.04966736542340705,0.0,0.04887157378475657,0.0,0.0,0.008485543645928103,0.007393901040224655,0.021193687457975684,0.002792390143574739,0.0,0.0038769133409800637,0.0,0.0,0.02554364592809401,0.011134754578175103,0.011921844717794535,0.0,0.3128014871652889,0.0
EQ,DecisionTreeClassifier(random_state=0)3,0.01805484693877551,0.004448341836734717,0.0,0.0,0.0,0.0,0.031017219387755098,0.11420599489795923,0.0,0.009722576530612237,0.03196747448979592,0.0,0.0,0.0,0.0050765306122448894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049375,0.0,0.06604272959183671,0.10935267857142854,0.0,0.18199298469387754,0.0,0.022898596938775516,0.0,0.0,0.0,0.0,0.05190051020408161,0.0,0.0,0.053718112244897954,0.0,0.0,0.09778698979591834,0.015573979591836741,0.11256377551020406,0.0,0.0,0.0,0.0,0.0,0.0,0.19529017857142855,0.04306441326530612,0.0,0.0,0.0029910714285714146,0.0,0.06145727040816328,0.048647959183673484,0.0,0.0,0.0986224489795918,0.0
EQ,DecisionTreeClassifier(random_state=0)4,0.0,0.0,0.02301339285714286,0.0,0.0,0.0,0.020625,0.10257653061224488,0.0,0.04074617346938772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008976403061224474,0.0,0.0,0.0,0.0,0.03287308673469385,0.0,0.03156249999999999,0.0,0.0,0.0,0.0,0.061792091836734675,0.0,0.0,0.018007015306122465,0.0,0.0,0.0,0.0,0.12342474489795921,0.025417729591836746,0.04795280612244895,0.0,0.15112563775510204,0.0,0.0,0.0,0.03933354591836734,0.016422193877551013,0.03520408163265306,0.26021045918367347,0.0647799744897959,0.0,0.0,0.010322066326530606,0.08506696428571427,0.009036989795918365,0.0,0.1876498724489796,0.0
EQ,DecisionTreeClassifier(random_state=0)5,0.0,0.009120188531029099,0.0,0.0,0.0,0.0,0.07151296150824821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019780047132757255,0.0,0.0,0.007952867242733731,0.0,0.06046504320502746,0.17662058130400624,0.0,0.0,0.0,0.012443047918303267,0.162114689709348,0.008681853888452502,0.0,0.0,0.0,0.004273369992144564,0.0,0.1268468185388845,0.0,0.03023095051060487,0.0,0.0,0.01893637077769053,0.0,0.0,0.09430636292223094,0.0,0.005395129615082506,0.0,0.0,0.0,0.005424980361351195,0.0,0.0,0.014593872741555413,0.0,0.0,0.012919088766692885,0.0057941869599372,0.09154438334642576,0.04299450117831893,0.023220738413197158,0.0,0.20085624509033784,0.06660644147682641,0.0
EQ,DecisionTreeClassifier(random_state=0)6,0.012285879406665439,0.0,0.0,0.008175688691966911,0.0032001541128877163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05351415912155652,0.0,0.0,0.2129015603929879,0.03331612406087459,0.0,0.0,0.024947794259294963,0.025600462338663078,0.0,0.02757387786553654,0.0,0.011950683875939148,0.0,0.0,0.0,0.0,0.0,0.06918358697746099,0.0,0.042244654209208275,0.0,0.0,0.0,0.0,0.012296667308803738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014462723945289989,0.08547177807744173,0.0,0.0,0.0,0.03802273165093432,0.04524369100366019,0.0,0.0,0.34600963205548063,0.0
EQ,DecisionTreeClassifier(random_state=0)7,0.0,0.0,0.010369318181818197,0.0,0.0,0.0,0.0662310606060606,0.08392992424242422,0.0,0.0,0.02916666666666669,0.0,0.0,0.0,0.0,0.02237689393939394,0.0,0.1823579545454545,0.0,0.0,0.1662026515151515,0.009242424242424177,0.0,0.1730587121212121,0.0048295454545454804,0.016079545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.08641098484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.015113636363636362,0.0,0.01900568181818185,0.07110795454545457,0.0,0.022964015151515166,0.0,0.0,0.0,0.016515151515151493,0.02695075757575758,0.039829545454545465,0.0,0.0,0.0,0.0,0.0,0.08749053030303028,0.0,0.0,0.3735700757575757,0.0
EQ,DecisionTreeClassifier(random_state=0)8,0.012473118279569935,0.0,0.0,0.002510518934081345,0.00751753155680225,0.0,0.07399719495091162,0.0,0.0,0.14607293127629734,0.14511921458625524,0.0,0.0,0.006788218793828893,0.030589060308555426,0.044403927068723675,0.0,0.0,0.0,0.09764375876577841,0.0034034595605423237,0.0,0.0,0.0,0.018826554464703146,0.0,0.04760168302945304,0.0,0.009373539036933182,0.012071061243571784,0.0,0.0,0.0037307152875175474,0.0,0.0,0.0,0.01927068723702669,0.0,0.01529686769518472,0.0,0.015899953249181892,0.0,0.05314633006077612,0.0,0.13657784011220195,0.0,0.0,0.0,0.0,0.020093501636278675,0.058499298737727974,0.0,0.0068256194483403655,0.04985039738195411,0.0,0.016474988312295512,0.0,0.0,0.0,0.3357456755493221,0.0
